evidence_id,original_filename,evidence_type,creator_or_source,capture_date_time,capture_location,device_or_method,description,original_storage_location,sha256_hash,consent_status,received_from,received_by,transfer_date_time,transfer_method,purpose,verification_status,public_copy_redacted,notes
JA-0001,,,,,,,,,,,,,,,,,,,
